gid,lbl,val,lon,lat
?¤ì‚¬606535,"94.00",94.0000000000000000000000000000000,127.0543365838,37.5804945853
?¤ì‚¬611516,"48.00",48.0000000000000000000000000000000,127.0600999831,37.5633905771
?¤ì‚¬608546,"14.00",14.0000000000000017763568394002505,127.0565428342,37.5904177070
?¤ì‚¬607556,"25.00",25.0000000000000000000000000000000,127.0553565247,37.5994266953
?¤ì‚¬622517,"48.00",48.0000000000000000000000000000000,127.0725498525,37.5643376595
?¤ì‚¬617559,"113.00",113.0000000000000000000000000000000,127.0666690370,37.6021728062
?¤ì‚¬598526,"119.00",119.0000000000000000000000000000000,127.0453256677,37.5723480926
?¤ì‚¬587539,"95.00",95.0000000000000000000000000000000,127.0327960033,37.5840166803
?¤ì‚¬602544,"146.00",146.0000000000000000000000000000000,127.0497576060,37.5885893278
?¤ì‚¬603525,"70.00",70.0000000000000000000000000000000,127.0509931146,37.5714684361
?¤ì‚¬602529,"34.00",34.0000000000000000000000000000000,127.0498390195,37.5750694340
?¤ì‚¬586533,"66.00",66.0000000000000000000000000000000,127.0316972976,37.5786042478
?¤ì‚¬618525,"83.00",83.0000000000000000000000000000000,127.0679790525,37.5715318191
?¤ì‚¬592536,"15.00",15.0000000000000000000000000000000,127.0384756057,37.5813349844
?¤ì‚¬616531,"72.00",72.0000000000000000000000000000000,127.0656828510,37.5769314854
?¤ì‚¬591543,"21.00",21.0000000000000000000000000000000,127.0373040148,37.5876398209
?¤ì‚¬595540,"57.00",57.0000000000000000000000000000000,127.0418511374,37.5849535199
?¤ì‚¬621524,N/A,0.0000000000000000000000000000000,127.0713814118,37.5706428720
?¤ì‚¬605535,"73.00",73.0000000000000000000000000000000,127.0532040527,37.5804903041
?¤ì‚¬592531,N/A,0.0000000000000000000000000000000,127.0385034225,37.5768283582
?¤ì‚¬586527,"107.00",107.0000000000000000000000000000000,127.0317311638,37.5731962986
?¤ì‚¬623534,N/A,0.0000000000000000000000000000000,127.0735947902,37.5796643744
?¤ì‚¬611532,"40.00",39.9999999999999928945726423989981,127.0600151552,37.5778118447
?¤ì‚¬605519,"22.00",22.0000000000000000000000000000000,127.0532902020,37.5660690563
?¤ì‚¬583529,"10.00",9.9999999999999982236431605997495,127.0283225438,37.5749854233
?¤ì‚¬583532,"40.00",39.9999999999999928945726423989981,127.0283054874,37.5776893964
?¤ì‚¬620522,"87.00",87.0000000000000000000000000000000,127.0702593847,37.5688360940
?¤ì‚¬620559,"33.00",33.0000000000000000000000000000000,127.0700676232,37.6021852357
?¤ì‚¬615561,"189.00",189.0000000000000000000000000000000,127.0643928029,37.6039671150
?¤ì‚¬609555,"16.00",16.0000000000000000000000000000000,127.0576274984,37.5985338847
?¤ì‚¬620515,"92.00",92.0000000000000000000000000000000,127.0702956283,37.5625267756
?¤ì‚¬599525,"53.00",53.0000000000000000000000000000000,127.0464635402,37.5714511213
?¤ì‚¬592545,"66.00",66.0000000000000000000000000000000,127.0384255199,37.5894469030
?¤ì‚¬586529,"20.00",19.9999999999999964472863211994991,127.0317198761,37.5749989489
?¤ì‚¬611525,"161.00",161.0000000000000000000000000000000,127.0600522748,37.5715025445
?¤ì‚¬590543,"51.00",51.0000000000000000000000000000000,127.0361713781,37.5876353755
?¤ì‚¬607536,"197.00",197.0000000000000000000000000000000,127.0554637562,37.5814001828
?¤ì‚¬590536,"92.00",92.0000000000000000000000000000000,127.0362105231,37.5813261066
?¤ì‚¬621528,"60.00",60.0000000000000000000000000000000,127.0713607488,37.5742481931
?¤ì‚¬610555,"14.00",14.0000000000000017763568394002505,127.0587603036,37.5985381252
?¤ì‚¬606557,N/A,0.0000000000000000000000000000000,127.0542183287,37.6003237461
?¤ì‚¬618516,"98.00",98.0000000000000000000000000000000,127.0680259012,37.5634198432
?¤ì‚¬606531,"55.00",55.0000000000000000000000000000000,127.0543580723,37.5768892762
?¤ì‚¬593540,"97.00",97.0000000000000000000000000000000,127.0395859441,37.5849447061
?¤ì‚¬617541,"72.00",72.0000000000000000000000000000000,127.0667631036,37.5859489303
?¤ì‚¬607549,"40.00",39.9999999999999928945726423989981,127.0553940666,37.5931174223
?¤ì‚¬598535,"9.00",9.0000000000000000000000000000000,127.0452763413,37.5804600313
?¤ì‚¬606541,"94.00",94.0000000000000000000000000000000,127.0543043439,37.5859025449
?¤ì‚¬589544,N/A,0.0000000000000000000000000000000,127.0350331348,37.5885322427
?¤ì‚¬605538,"42.00",42.0000000000000000000000000000000,127.0531878928,37.5831942841
?¤ì‚¬619527,"98.00",98.0000000000000000000000000000000,127.0691010642,37.5733386178
?¤ì‚¬604529,"53.00",53.0000000000000000000000000000000,127.0521039168,37.5750780491
?¤ì‚¬607557,"37.00",37.0000000000000000000000000000000,127.0553511606,37.6003280195
?¤ì‚¬602540,"72.00",72.0000000000000000000000000000000,127.0497793216,37.5849840258
?¤ì‚¬611519,N/A,0.0000000000000000000000000000000,127.0600840825,37.5660945675
?¤ì‚¬619520,"54.00",54.0000000000000000000000000000000,127.0691374114,37.5670293052
?¤ì‚¬585537,"18.00",18.0000000000000000000000000000000,127.0305421615,37.5822050457
?¤ì‚¬594541,"55.00",55.0000000000000000000000000000000,127.0407130028,37.5858504430
?¤ì‚¬604548,"13.00",13.0000000000000000000000000000000,127.0520013027,37.5922032479
?¤ì‚¬580525,N/A,0.0000000000000000000000000000000,127.0249481158,37.5713665024
?¤ì‚¬610550,"20.00",19.9999999999999964472863211994991,127.0587869144,37.5940314995
?¤ì‚¬589531,"41.00",41.0000000000000000000000000000000,127.0351060038,37.5768150273
?¤ì‚¬595545,"166.00",166.0000000000000000000000000000000,127.0418235143,37.5894601421
?¤ì‚¬618522,"135.00",135.0000000000000000000000000000000,127.0679946708,37.5688278284
?¤ì‚¬594544,"134.00",134.0000000000000000000000000000000,127.0406963880,37.5885544159
?¤ì‚¬606536,"78.00",78.0000000000000000000000000000000,127.0543312111,37.5813959123
?¤ì‚¬619542,"41.00",41.0000000000000000000000000000000,127.0690231390,37.5868585506
?¤ì‚¬608525,"104.00",104.0000000000000000000000000000000,127.0566550880,37.5714898353
?¤ì‚¬606526,"75.00",75.0000000000000000000000000000000,127.0543849275,37.5723826366
?¤ì‚¬609549,"41.00",41.0000000000000000000000000000000,127.0576595125,37.5931259342
?¤ì‚¬620527,"65.00",65.0000000000000000000000000000000,127.0702334894,37.5733427459
?¤ì‚¬590541,"42.00",42.0000000000000000000000000000000,127.0361825636,37.5858327280
?¤ì‚¬612521,"202.00",202.0000000000000000000000000000000,127.0612058224,37.5679014412
?¤ì‚¬621529,"52.00",52.0000000000000000000000000000000,127.0713555825,37.5751495231
?¤ì‚¬622538,"117.00",117.0000000000000000000000000000000,127.0724416511,37.5832655942
?¤ì‚¬619531,"107.00",107.0000000000000000000000000000000,127.0690802892,37.5769439363
?¤ì‚¬607544,"33.00",33.0000000000000000000000000000000,127.0554208750,37.5886107945
?¤ì‚¬609534,"82.00",82.0000000000000000000000000000000,127.0577395103,37.5796060363
?¤ì‚¬620561,"67.00",67.0000000000000000000000000000000,127.0700572487,37.6039878866
?¤ì‚¬619515,"107.00",107.0000000000000000000000000000000,127.0691633668,37.5625226491
?¤ì‚¬591545,"83.00",83.0000000000000000000000000000000,127.0372928556,37.5894424682
?¤ì‚¬621521,"78.00",78.0000000000000000000000000000000,127.0713969067,37.5679388796
?¤ì‚¬615557,"16.00",16.0000000000000000000000000000000,127.0644138243,37.6003618153
?¤ì‚¬616562,"143.00",143.0000000000000000000000000000000,127.0655204493,37.6048726158
?¤ì‚¬612522,"268.00",268.0000000000000000000000000000000,127.0612005349,37.5688027709
?¤ì‚¬583526,N/A,0.0000000000000000000000000000000,127.0283395978,37.5722814490
?¤ì‚¬592533,N/A,0.0000000000000000000000000000000,127.0384922965,37.5786310091
?¤ì‚¬594537,"38.00",38.0000000000000000000000000000000,127.0407351525,37.5822451439
?¤ì‚¬614553,N/A,0.0000000000000000000000000000000,127.0633020628,37.5967523275
?¤ì‚¬613551,"64.00",64.0000000000000000000000000000000,127.0621798460,37.5949454795
?¤ì‚¬615548,"138.00",138.0000000000000000000000000000000,127.0644611088,37.5922498829
?¤ì‚¬619526,"29.00",29.0000000000000000000000000000000,127.0691062573,37.5724372879
?¤ì‚¬618556,"70.00",70.0000000000000000000000000000000,127.0678175408,37.5994729836
?¤ì‚¬597534,N/A,0.0000000000000000000000000000000,127.0441493074,37.5795543373
?¤ì‚¬602541,"90.00",90.0000000000000000000000000000000,127.0497738930,37.5858853515
?¤ì‚¬591527,"69.00",69.0000000000000000000000000000000,127.0373932529,37.5732186225
?¤ì‚¬581534,"22.00",22.0000000000000000000000000000000,127.0260290918,37.5794829716
?¤ì‚¬600544,"7.00",7.0000000000000008881784197001252,127.0474923000,37.5885806650
?¤ì‚¬618536,"12.00",12.0000000000000000000000000000000,127.0679217675,37.5814464411
?¤ì‚¬590529,"107.00",107.0000000000000000000000000000000,127.0362496560,37.5750168309
?¤ì‚¬593538,"40.00",39.9999999999999928945726423989981,127.0395970462,37.5831420569
?¤ì‚¬603536,"49.00",49.0000000000000000000000000000000,127.0509335774,37.5813830356
?¤ì‚¬587526,"169.00",169.0000000000000000000000000000000,127.0328692110,37.5722994596
?¤ì‚¬613524,"274.00",274.0000000000000000000000000000000,127.0623223419,37.5706096336
?¤ì‚¬616539,"8.00",8.0000000000000000000000000000000,127.0656409624,37.5841421124
?¤ì‚¬585524,"23.00",23.0000000000000000000000000000000,127.0306157174,37.5704878252
?¤ì‚¬602524,"18.00",18.0000000000000000000000000000000,127.0498661453,37.5705627958
?¤ì‚¬595527,"43.00",43.0000000000000000000000000000000,127.0419229286,37.5732362860
?¤ì‚¬610558,N/A,0.0000000000000000000000000000000,127.0587443344,37.6012420989
?¤ì‚¬617532,"58.00",58.0000000000000000000000000000000,127.0668101086,37.5778369755
?¤ì‚¬617516,"69.00",69.0000000000000000000000000000000,127.0668936265,37.5634156949
?¤ì‚¬616557,"128.00",128.0000000000000000000000000000000,127.0655466583,37.6003659908
?¤ì‚¬621537,"206.00",206.0000000000000000000000000000000,127.0713142436,37.5823601577
?¤ì‚¬619518,"175.00",175.0000000000000000000000000000000,127.0691477943,37.5652266432
?¤ì‚¬584531,"63.00",63.0000000000000000000000000000000,127.0294436443,37.5767925919
?¤ì‚¬621538,"142.00",142.0000000000000000000000000000000,127.0713090752,37.5832614864
?¤ì‚¬604522,"15.00",15.0000000000000000000000000000000,127.0521417002,37.5687687527
?¤ì‚¬615560,"55.00",55.0000000000000000000000000000000,127.0643980586,37.6030657903
?¤ì‚¬618532,N/A,0.0000000000000000000000000000000,127.0679426016,37.5778411260
?¤ì‚¬595536,"79.00",79.0000000000000000000000000000000,127.0418732314,37.5813482197
?¤ì‚¬594533,N/A,0.0000000000000000000000000000000,127.0407572982,37.5786398426
?¤ì‚¬603531,"86.00",86.0000000000000000000000000000000,127.0509606434,37.5768764015
?¤ì‚¬610530,"143.00",143.0000000000000000000000000000000,127.0588932979,37.5760049620
?¤ì‚¬608556,"116.00",116.0000000000000000000000000000000,127.0564893431,37.5994309577
?¤ì‚¬612561,"17.00",17.0000000000000000000000000000000,127.0609941382,37.6039545215
?¤ì‚¬621558,"138.00",138.0000000000000000000000000000000,127.0712056589,37.6012880314
?¤ì‚¬620514,"32.00",32.0000000000000000000000000000000,127.0703008051,37.5616254438
?¤ì‚¬619556,"171.00",171.0000000000000000000000000000000,127.0689503619,37.5994771264
?¤ì‚¬607530,"28.00",28.0000000000000035527136788005009,127.0554959070,37.5759922182
?¤ì‚¬604527,"76.00",76.0000000000000000000000000000000,127.0521147133,37.5732753937
?¤ì‚¬605539,"44.00",44.0000000000000000000000000000000,127.0531825057,37.5840956105
?¤ì‚¬597542,"61.00",61.0000000000000000000000000000000,127.0441053378,37.5867649400
?¤ì‚¬621534,"51.00",51.0000000000000000000000000000000,127.0713297474,37.5796561708
?¤ì‚¬596544,N/A,0.0000000000000000000000000000000,127.0429616910,37.5885632091
?¤ì‚¬605545,"20.00",19.9999999999999964472863211994991,127.0531501782,37.5895035659
?¤ì‚¬602546,"72.00",72.0000000000000000000000000000000,127.0497467467,37.5903919779
?¤ì‚¬602532,"107.00",107.0000000000000000000000000000000,127.0498227411,37.5777734152
?¤ì‚¬605526,"71.00",71.0000000000000000000000000000000,127.0532525192,37.5723783566
?¤ì‚¬603545,"150.00",150.0000000000000000000000000000000,127.0508848434,37.5894949681
?¤ì‚¬597529,N/A,0.0000000000000000000000000000000,127.0441767804,37.5750477061
?¤ì‚¬594528,"79.00",79.0000000000000000000000000000000,127.0407849747,37.5741332128
?¤ì‚¬592532,"7.00",7.0000000000000008881784197001252,127.0384978596,37.5777296837
?¤ì‚¬611534,"62.00",62.0000000000000000000000000000000,127.0600045475,37.5796145007
?¤ì‚¬617540,"69.00",69.0000000000000000000000000000000,127.0667683273,37.5850476026
?¤ì‚¬591547,"13.00",13.0000000000000000000000000000000,127.0372816954,37.5912451149
?¤ì‚¬612515,"12.00",12.0000000000000000000000000000000,127.0612375425,37.5624934600
?¤ì‚¬596539,"31.00",31.0000000000000000000000000000000,127.0429892446,37.5840565855
?¤ì‚¬618555,"166.00",166.0000000000000000000000000000000,127.0678227544,37.5985716578
?¤ì‚¬618529,"125.00",125.0000000000000000000000000000000,127.0679582248,37.5751371382
?¤ì‚¬625527,"112.00",112.0000000000000142108547152020037,127.0758956192,37.5733632232
?¤ì‚¬619536,"171.00",171.0000000000000000000000000000000,127.0690543153,37.5814505812
?¤ì‚¬592542,"25.00",25.0000000000000000000000000000000,127.0384422174,37.5867429314
?¤ì‚¬609530,"38.00",38.0000000000000000000000000000000,127.0577608340,37.5760007249
?¤ì‚¬615551,"46.00",46.0000000000000000000000000000000,127.0644453494,37.5949538616
?¤ì‚¬623518,"30.00",30.0000000000000000000000000000000,127.0736770055,37.5652430854
?¤ì‚¬604537,"71.00",71.0000000000000000000000000000000,127.0520607215,37.5822886652
?¤ì‚¬581526,"7.00",7.0000000000000008881784197001252,127.0260747928,37.5722723785
?¤ì‚¬619534,"69.00",69.0000000000000000000000000000000,127.0690647056,37.5796479237
?¤ì‚¬600528,"37.00",37.0000000000000000000000000000000,127.0475795761,37.5741594483
?¤ì‚¬582529,"50.00",50.0000000000000000000000000000000,127.0271901002,37.5749808931
?¤ì‚¬602548,"12.00",12.0000000000000000000000000000000,127.0497358865,37.5921946275
?¤ì‚¬582532,"35.00",35.0000000000000000000000000000000,127.0271730029,37.5776848657
?¤ì‚¬617553,"100.00",100.0000000000000000000000000000000,127.0667004009,37.5967648525
?¤ì‚¬619528,"79.00",79.0000000000000000000000000000000,127.0690958708,37.5742399476
?¤ì‚¬586540,"15.00",15.0000000000000000000000000000000,127.0316577755,37.5849135156
?¤ì‚¬610549,"82.00",82.0000000000000000000000000000000,127.0587922358,37.5931301739
?¤ì‚¬579531,"26.00",26.0000000000000000000000000000000,127.0237812911,37.5767698849
?¤ì‚¬619543,"109.00",109.0000000000000000000000000000000,127.0690179422,37.5877598784
?¤ì‚¬618527,"82.00",82.0000000000000000000000000000000,127.0679686391,37.5733344789
?¤ì‚¬618535,"70.00",70.0000000000000000000000000000000,127.0679269763,37.5805451126
?¤ì‚¬620558,"122.00",122.0000000000000000000000000000000,127.0700728101,37.6012839101
?¤ì‚¬603528,N/A,0.0000000000000000000000000000000,127.0509768800,37.5741724195
?¤ì‚¬607546,"47.00",47.0000000000000000000000000000000,127.0554101524,37.5904134460
?¤ì‚¬610543,"75.00",75.0000000000000000000000000000000,127.0588241594,37.5877222177
?¤ì‚¬613557,N/A,0.0000000000000000000000000000000,127.0621481570,37.6003534316
?¤ì‚¬614520,"104.00",104.0000000000000000000000000000000,127.0634757661,37.5670085067
?¤ì‚¬609545,"11.00",11.0000000000000000000000000000000,127.0576808505,37.5895206312
?¤ì‚¬610542,"89.00",89.0000000000000000000000000000000,127.0588294791,37.5868208911
?¤ì‚¬615525,"39.00",39.0000000000000000000000000000000,127.0645818607,37.5715193380
?¤ì‚¬618542,"21.00",21.0000000000000000000000000000000,127.0678905092,37.5868544097
?¤ì‚¬595538,"39.00",39.0000000000000000000000000000000,127.0418621849,37.5831508701
?¤ì‚¬595534,N/A,0.0000000000000000000000000000000,127.0418842769,37.5795455687
?¤ì‚¬612532,"82.00",82.0000000000000000000000000000000,127.0611476469,37.5778160604
?¤ì‚¬610532,"21.00",21.0000000000000000000000000000000,127.0588826638,37.5778076183
?¤ì‚¬597539,"49.00",49.0000000000000000000000000000000,127.0441218282,37.5840609651
?¤ì‚¬610557,N/A,0.0000000000000000000000000000000,127.0587496577,37.6003407745
?¤ì‚¬601526,"51.00",51.0000000000000000000000000000000,127.0487228883,37.5723611281
?¤ì‚¬596545,N/A,0.0000000000000000000000000000000,127.0429561796,37.5894645334
?¤ì‚¬591541,"52.00",52.0000000000000000000000000000000,127.0373151731,37.5858371730
?¤ì‚¬612560,N/A,0.0000000000000000000000000000000,127.0609994349,37.6030531972
?¤ì‚¬613537,"19.00",19.0000000000000000000000000000000,127.0622537541,37.5823269054
?¤ì‚¬615546,"29.00",29.0000000000000000000000000000000,127.0644716138,37.5904472297
?¤ì‚¬616524,"95.00",95.0000000000000000000000000000000,127.0657194914,37.5706221794
?¤ì‚¬623533,"44.00",44.0000000000000000000000000000000,127.0735999304,37.5787630449
?¤ì‚¬613516,"86.00",86.0000000000000000000000000000000,127.0623645300,37.5633989931
?¤ì‚¬625523,"41.00",41.0000000000000000000000000000000,127.0759160630,37.5697578993
?¤ì‚¬590542,"22.00",22.0000000000000000000000000000000,127.0361769710,37.5867340518
?¤ì‚¬605520,"7.00",7.0000000000000008881784197001252,127.0532848195,37.5669703853
?¤ì‚¬608534,"13.00",13.0000000000000000000000000000000,127.0566069921,37.5796017878
?¤ì‚¬579532,N/A,0.0000000000000000000000000000000,127.0237755508,37.5776712085
?¤ì‚¬615529,"31.00",31.0000000000000000000000000000000,127.0645608692,37.5751246555
?¤ì‚¬583527,"12.00",12.0000000000000000000000000000000,127.0283339134,37.5731827739
?¤ì‚¬604549,"18.00",18.0000000000000000000000000000000,127.0519958995,37.5931045728
?¤ì‚¬613553,N/A,0.0000000000000000000000000000000,127.0621692839,37.5967481308
?¤ì‚¬617558,"109.00",109.0000000000000000000000000000000,127.0666742649,37.6012714809
?¤ì‚¬597531,"171.00",171.0000000000000000000000000000000,127.0441657919,37.5768503590
?¤ì‚¬601533,"103.00",103.0000000000000000000000000000000,127.0486848116,37.5786704176
?¤ì‚¬612559,N/A,0.0000000000000000000000000000000,127.0610047314,37.6021518727
?¤ì‚¬618546,"81.00",81.0000000000000000000000000000000,127.0678696658,37.5904597193
?¤ì‚¬589528,"50.00",50.0000000000000000000000000000000,127.0351228137,37.5741110511
?¤ì‚¬595535,"38.00",38.0000000000000000000000000000000,127.0418787543,37.5804468943
?¤ì‚¬605533,"73.00",73.0000000000000000000000000000000,127.0532148247,37.5786876501
?¤ì‚¬619557,"101.00",101.0000000000000000000000000000000,127.0689451618,37.6003784522
?¤ì‚¬607532,"77.00",77.0000000000000000000000000000000,127.0554851910,37.5777948736
?¤ì‚¬613543,"76.00",76.0000000000000000000000000000000,127.0622220849,37.5877348690
?¤ì‚¬613558,"30.00",30.0000000000000000000000000000000,127.0621428746,37.6012547564
?¤ì‚¬591540,"55.00",55.0000000000000000000000000000000,127.0373207518,37.5849358489
?¤ì‚¬593529,"19.00",19.0000000000000000000000000000000,127.0396469935,37.5750301283
?¤ì‚¬611523,"158.00",158.0000000000000000000000000000000,127.0600628783,37.5696998861
?¤ì‚¬594547,"31.00",31.0000000000000000000000000000000,127.0406797710,37.5912583875
?¤ì‚¬609524,"95.00",95.0000000000000000000000000000000,127.0577928125,37.5705927537
?¤ì‚¬598536,"75.00",75.0000000000000000000000000000000,127.0452708593,37.5813613571
?¤ì‚¬618550,"51.00",51.0000000000000000000000000000000,127.0678488186,37.5940650267
?¤ì‚¬613531,"92.00",92.0000000000000000000000000000000,127.0622854149,37.5769189367
?¤ì‚¬586532,"18.00",18.0000000000000000000000000000000,127.0317029426,37.5777029233
?¤ì‚¬620560,"165.00",165.0000000000000000000000000000000,127.0700624361,37.6030865613
?¤ì‚¬590533,N/A,0.0000000000000000000000000000000,127.0362272959,37.5786221321
?¤ì‚¬604546,"121.00",121.0000000000000000000000000000000,127.0520121082,37.5904005977
?¤ì‚¬614546,"6.00",6.0000000000000000000000000000000,127.0633389303,37.5904430448
?¤ì‚¬619514,"20.00",19.9999999999999964472863211994991,127.0691685572,37.5616213175
?¤ì‚¬581533,"8.00",8.0000000000000000000000000000000,127.0260348053,37.5785816480
?¤ì‚¬610545,N/A,0.0000000000000000000000000000000,127.0588135191,37.5895248703
?¤ì‚¬610520,"32.00",32.0000000000000000000000000000000,127.0589464541,37.5669916725
?¤ì‚¬610516,N/A,0.0000000000000000000000000000000,127.0589677100,37.5633863528
?¤ì‚¬586535,"52.00",52.0000000000000000000000000000000,127.0316860068,37.5804068964
?¤ì‚¬610522,"221.00",221.0000000000000000000000000000000,127.0589358248,37.5687943315
?¤ì‚¬579529,"9.00",9.0000000000000000000000000000000,127.0237927709,37.5749672372
?¤ì‚¬608518,"10.00",9.9999999999999982236431605997495,127.0566924825,37.5651805312
?¤ì‚¬588525,N/A,0.0000000000000000000000000000000,127.0340072308,37.5714026093
?¤ì‚¬613515,"7.00",7.0000000000000008881784197001252,127.0623698024,37.5624976625
?¤ì‚¬605544,"6.00",6.0000000000000000000000000000000,127.0531555667,37.5886022404
?¤ì‚¬587524,N/A,0.0000000000000000000000000000000,127.0328804699,37.5704968081
?¤ì‚¬604538,"99.00",99.0000000000000000000000000000000,127.0520553210,37.5831899916
?¤ì‚¬593541,"33.00",33.0000000000000000000000000000000,127.0395803927,37.5858460305
?¤ì‚¬623532,"131.00",131.0000000000000000000000000000000,127.0736050703,37.5778617152
?¤ì‚¬591528,"8.00",8.0000000000000000000000000000000,127.0373876774,37.5741199484
?¤ì‚¬623531,"132.00",132.0000000000000000000000000000000,127.0736102100,37.5769603854
?¤ì‚¬609529,N/A,0.0000000000000000000000000000000,127.0577661644,37.5750993967
?¤ì‚¬613547,"62.00",62.0000000000000000000000000000000,127.0622009673,37.5913401754
?¤ì‚¬619530,"101.00",101.0000000000000000000000000000000,127.0690854833,37.5760426069
