사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021110400100516,2021년 11월 4일 19시,목요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,기타,교차로 - 교차로부근,승용,남,26세,상해없음,보행자,남,75세,경상
2021110500100411,2021년 11월 5일 17시,금요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,보행자,여,74세,중상
2021110700100047,2021년 11월 7일 05시,일요일,서울특별시 동대문구 장안동,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,건조,흐림,교차로 - 교차로횡단보도내,승용,남,63세,상해없음,보행자,여,86세,사망
2021110700100171,2021년 11월 7일 13시,일요일,서울특별시 동대문구 신설동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,기타 - 기타,승용,남,66세,상해없음,보행자,남,80세,중상
2021110900100151,2021년 11월 9일 10시,화요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,젖음/습기,흐림,교차로 - 교차로안,자전거,남,71세,상해없음,보행자,여,80세,중상
2021111000100223,2021년 11월 10일 12시,수요일,서울특별시 동대문구 이문동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,흐림,기타 - 기타,건설기계,남,68세,상해없음,보행자,남,67세,경상
2021111200100462,2021년 11월 12일 18시,금요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,53세,상해없음,보행자,남,65세,경상
2021111300100351,2021년 11월 13일 15시,토요일,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,기타,맑음,단일로 - 기타,화물,남,59세,상해없음,보행자,여,69세,중상
2021111300100352,2021년 11월 13일 15시,토요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,흐림,교차로 - 교차로부근,승용,여,54세,상해없음,보행자,남,76세,중상
2021111700100637,2021년 11월 17일 21시,수요일,서울특별시 동대문구 휘경동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,18세,상해없음,보행자,여,69세,경상
2021112200100187,2021년 11월 22일 11시,월요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,기타,맑음,기타 - 기타,승용,여,51세,상해없음,보행자,여,66세,중상
2021112900100563,2021년 11월 29일 20시,월요일,서울특별시 동대문구 이문동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승합,남,44세,상해없음,보행자,여,71세,경상
2021120300100323,2021년 12월 3일 13시,금요일,서울특별시 동대문구 답십리동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31세,상해없음,보행자,여,80세,경상
2021120800100095,2021년 12월 8일 08시,수요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,48세,상해없음,보행자,여,81세,경상
2021120900100254,2021년 12월 9일 15시,목요일,서울특별시 동대문구 휘경동,부상신고사고,0,0,0,1,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,건설기계,남,59세,상해없음,보행자,여,69세,부상신고
2021121000100038,2021년 12월 10일 05시,금요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,남,83세,경상
2021121000100351,2021년 12월 10일 16시,금요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,54세,상해없음,보행자,남,65세,경상
2021121100100056,2021년 12월 11일 05시,토요일,서울특별시 동대문구 이문동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,보행자,남,81세,중상
2021121600100134,2021년 12월 16일 10시,목요일,서울특별시 동대문구 이문동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,화물,남,62세,상해없음,보행자,여,85세,경상
2021121700100205,2021년 12월 17일 12시,금요일,서울특별시 동대문구 신설동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,66세,상해없음,보행자,남,72세,중상
2021122300100022,2021년 12월 23일 06시,목요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,보행자,여,67세,경상
2021123000100135,2021년 12월 30일 11시,목요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,55세,상해없음,보행자,남,69세,경상
2021123100100146,2021년 12월 31일 12시,금요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,74세,상해없음,보행자,남,82세,경상
